,Variable,Value,model
97,Type d'écran,Dynamic AMOLED,Samsung Galaxy S25 512 Go Bleu Foncé 5G
98,Antigriffes,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
99,Gorilla Glass,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
100,Gorilla Glass Type,Gorilla Glass Victus+,Samsung Galaxy S25 512 Go Bleu Foncé 5G
101,Coup de pouce pour votre HDR,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
102,Type HDR,HDR10+,Samsung Galaxy S25 512 Go Bleu Foncé 5G
103,Capacité batterie/pile,4 Ah,Samsung Galaxy S25 512 Go Bleu Foncé 5G
104,Fonction charge rapide,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
105,Type de charge rapide,Samsung Adaptive Fast Charge,Samsung Galaxy S25 512 Go Bleu Foncé 5G
106,Batterie chargée en 30 minutes,Entre 51 % et 60 %,Samsung Galaxy S25 512 Go Bleu Foncé 5G
107,Vitesse de chargement,Moyen,Samsung Galaxy S25 512 Go Bleu Foncé 5G
108,Puissance filaire charge rapide,25 W,Samsung Galaxy S25 512 Go Bleu Foncé 5G
109,Recharge sans fil,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
110,Puissance charge rapide sans fil,15 W,Samsung Galaxy S25 512 Go Bleu Foncé 5G
111,Pour charger d'autres appareils sans fil,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
112,Puissance pour charger d'autres appareils sans fil,10 W,Samsung Galaxy S25 512 Go Bleu Foncé 5G
113,Accu/batterie interchangeable,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
114,Options de connexion internet,4G et 5G,Samsung Galaxy S25 512 Go Bleu Foncé 5G
115,Wi-Fi intégré,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
116,Standard Wi-Fi,"Wi-Fi G (Wi-Fi 3), Wireless A (Wifi 2), Wireless AC (Wi-Fi 5), Wireless AX (Wi-Fi 6), Wireless AXE (Wifi 6E), Wireless B (Wifi 1), Wireless N (Wi-Fi 4)",Samsung Galaxy S25 512 Go Bleu Foncé 5G
117,Bluetooth,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
118,Version Bluetooth,5.4,Samsung Galaxy S25 512 Go Bleu Foncé 5G
119,NFC,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
120,Connexion casque audio,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
121,Connexion USB,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
122,Type de port USB,USB-C,Samsung Galaxy S25 512 Go Bleu Foncé 5G
123,Connexion Lightning,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
124,Compatible avec Samsung DeX,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
125,Bouton d'accueil,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
126,Capteur d'empreintes digitales/identité,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
127,Installation du capteur d'empreintes digitales,En bas de l'écran,Samsung Galaxy S25 512 Go Bleu Foncé 5G
128,Reconnaissance faciale,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
129,Accéléromètre,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
130,Capteur de lumière,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
131,Boussole,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
132,Podomètre,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
133,Capteur GPS,,Samsung Galaxy S25 512 Go Bleu Foncé 5G
0,price,"€ 1.099,-",OnePlus 15 512 Go Noir 5G
1,Format téléphone portable,Grand,OnePlus 15 512 Go Noir 5G
2,Qualité de la caméra,Excellent,OnePlus 15 512 Go Noir 5G
3,Catégorie de vitesse,Excellent,OnePlus 15 512 Go Noir 5G
4,Qualité écran,Excellent,OnePlus 15 512 Go Noir 5G
5,Capacité totale de stockage,512 Go,OnePlus 15 512 Go Noir 5G
6,Vitesse de chargement,Très rapide,OnePlus 15 512 Go Noir 5G
7,Année d'introduction,2025,OnePlus 15 512 Go Noir 5G
8,Diagonale de l'écran,"6,78 p",OnePlus 15 512 Go Noir 5G
9,Produit,970468,OnePlus 15 512 Go Noir 5G
10,Code du fabricant,5011116286,OnePlus 15 512 Go Noir 5G
11,Marque,OnePlus,OnePlus 15 512 Go Noir 5G
12,Garantie,2 ans,OnePlus 15 512 Go Noir 5G
13,Traitement du défaut,Via Coolblue,OnePlus 15 512 Go Noir 5G
14,Type de GSM,Smartphone,OnePlus 15 512 Go Noir 5G
15,Utilisation recommandée,"Gaming, Internet, réseaux sociaux et jeux simples, Prendre des photos et faire des vidéos, Regarder des films et des séries",OnePlus 15 512 Go Noir 5G
16,Bundle comprenant,Pas d'accessoires,OnePlus 15 512 Go Noir 5G
17,Valeur et catégorie SAT,"1,0 W/kg (C)",OnePlus 15 512 Go Noir 5G
18,Année d'introduction,2025,OnePlus 15 512 Go Noir 5G
19,Mois de lancement,Novembre,OnePlus 15 512 Go Noir 5G
20,Système d'exploitation,Android,OnePlus 15 512 Go Noir 5G
21,Android One,,OnePlus 15 512 Go Noir 5G
22,Version Android à l'introduction,Android 16,OnePlus 15 512 Go Noir 5G
23,Mise à jour vers version Android possible,Mise à jour pas encore possible,OnePlus 15 512 Go Noir 5G
24,La dernière version Android,,OnePlus 15 512 Go Noir 5G
25,Le nombre prévu de mises à jour Android,8,OnePlus 15 512 Go Noir 5G
26,Évaluation sur le nombre de mises à jour Android restantes,Bon,OnePlus 15 512 Go Noir 5G
27,Fréquence prévue des mises à jour de sécurité,Tous les trimestres,OnePlus 15 512 Go Noir 5G
28,Date prévue de la dernière mise à jour de sécurité,Octobre 2031,OnePlus 15 512 Go Noir 5G
29,Évaluation sur les mises à jour de sécurité restantes,Standard,OnePlus 15 512 Go Noir 5G
30,Évaluation politique de mise à jour,Standard,OnePlus 15 512 Go Noir 5G
31,Format téléphone portable,Grand,OnePlus 15 512 Go Noir 5G
32,Hauteur,"16,14 cm",OnePlus 15 512 Go Noir 5G
33,Largeur,"7,67 cm",OnePlus 15 512 Go Noir 5G
34,Profondeur,"0,83 cm",OnePlus 15 512 Go Noir 5G
35,Poids,215 g,OnePlus 15 512 Go Noir 5G
36,Couleur,Noir,OnePlus 15 512 Go Noir 5G
37,Antichoc,,OnePlus 15 512 Go Noir 5G
38,Reproduction sonore,Stéréo,OnePlus 15 512 Go Noir 5G
39,Aimant MagSafe,,OnePlus 15 512 Go Noir 5G
40,Catégorie de vitesse,Excellent,OnePlus 15 512 Go Noir 5G
41,Processeur,Qualcomm Snapdragon 8 Elite Gen 5,OnePlus 15 512 Go Noir 5G
42,Capacité totale de stockage,512 Go,OnePlus 15 512 Go Noir 5G
43,Mémoire vive (RAM),16 Go,OnePlus 15 512 Go Noir 5G
44,Lecteur de carte mémoire,,OnePlus 15 512 Go Noir 5G
45,Déverrouillé,,OnePlus 15 512 Go Noir 5G
46,Double SIM,,OnePlus 15 512 Go Noir 5G
47,Contenu tiroir carte SIM,Un emplacement carte SIM et un emplacement pour une carte SIM numérique (eSim),OnePlus 15 512 Go Noir 5G
48,Qualité de la caméra,Excellent,OnePlus 15 512 Go Noir 5G
49,Nombre d'objectifs de la caméra arrière,3,OnePlus 15 512 Go Noir 5G
50,Caméra intégrée,,OnePlus 15 512 Go Noir 5G
51,Nombre total de mégapixels,50 Mpx,OnePlus 15 512 Go Noir 5G
52,Mise au point automatique,,OnePlus 15 512 Go Noir 5G
53,Type de mise au point automatique,Détection de phase autofocus,OnePlus 15 512 Go Noir 5G
54,Fonction vidéo,,OnePlus 15 512 Go Noir 5G
55,Qualité d'enregistrement vidéo,8K @ 30 FPS,OnePlus 15 512 Go Noir 5G
56,Flash arrière,,OnePlus 15 512 Go Noir 5G
57,Type d'objectif,Standard,OnePlus 15 512 Go Noir 5G
58,Type de stabilisation d'image,Stabilisation optique de l'image,OnePlus 15 512 Go Noir 5G
59,Diaphragme,"1,8",OnePlus 15 512 Go Noir 5G
60,Type de flash,Dual LED,OnePlus 15 512 Go Noir 5G
61,Caméra compatible avec la technologie HDR,,OnePlus 15 512 Go Noir 5G
62,Type de capteur d'image,"1/1.56""",OnePlus 15 512 Go Noir 5G
63,Deuxième appareil Photo arrière,,OnePlus 15 512 Go Noir 5G
64,Type objectif appareil photo arrière 2,Grand angle,OnePlus 15 512 Go Noir 5G
65,Nombre de mégapixels de la deuxième caméra arrière,50 Mpx,OnePlus 15 512 Go Noir 5G
66,Diaphragme fixe de la deuxième caméra arrière,2,OnePlus 15 512 Go Noir 5G
67,Type de stabilisation d'image de la deuxième caméra arrière,Stabilisation d'image électronique,OnePlus 15 512 Go Noir 5G
68,Mise au point automatique deuxième caméra au dos,,OnePlus 15 512 Go Noir 5G
69,Type autofocus tweede camera achterkant,Détection de phase autofocus,OnePlus 15 512 Go Noir 5G
70,Fonction zoom optique deuxième caméra au dos,,OnePlus 15 512 Go Noir 5G
71,Troisième caméra arrière,,OnePlus 15 512 Go Noir 5G
72,Type d'objectif caméra arrière 3,Téléobjectif,OnePlus 15 512 Go Noir 5G
73,Nombre de mégapixels troisième caméra arrière,50 Mpx,OnePlus 15 512 Go Noir 5G
74,Ouverture fixe du diaphragme de la troisième caméra arrière,"2,8",OnePlus 15 512 Go Noir 5G
75,Mise au point automatique troisième caméra au dos,,OnePlus 15 512 Go Noir 5G
76,Type autofocus derde camera achterkant,Détection de phase autofocus,OnePlus 15 512 Go Noir 5G
77,Type de stabilisation optique troisième caméra arrière,Stabilisation d'image optique,OnePlus 15 512 Go Noir 5G
78,Fonction zoom optique troisième caméra au dos,,OnePlus 15 512 Go Noir 5G
79,Zoom optique sur la troisième caméra arrière,"3,5",OnePlus 15 512 Go Noir 5G
80,Quatrième caméra au dos,,OnePlus 15 512 Go Noir 5G
81,Cinquième appareil photo à l'arrière,,OnePlus 15 512 Go Noir 5G
82,Caméra avant,,OnePlus 15 512 Go Noir 5G
83,Type de caméra avant,Dans l'écran,OnePlus 15 512 Go Noir 5G
84,Nombre de mégapixels appareil photo avant,32 Mpx,OnePlus 15 512 Go Noir 5G
85,Diaphragme fixe de la caméra avant,"2,4",OnePlus 15 512 Go Noir 5G
86,Type de stabilisation d'image caméra avant,Stabilisation d'image électronique,OnePlus 15 512 Go Noir 5G
87,Flash avant,,OnePlus 15 512 Go Noir 5G
88,Deuxième caméra avant,,OnePlus 15 512 Go Noir 5G
89,Diagonale de l'écran,"6,78 p",OnePlus 15 512 Go Noir 5G
90,Screen-to-body-ratio,"90,8 %",OnePlus 15 512 Go Noir 5G
91,Qualité écran,Excellent,OnePlus 15 512 Go Noir 5G
92,Pliable,,OnePlus 15 512 Go Noir 5G
93,Taux de rafraîchissement,165 Hz,OnePlus 15 512 Go Noir 5G
94,Densité de pixels,450 ppp,OnePlus 15 512 Go Noir 5G
95,LED de notification,,OnePlus 15 512 Go Noir 5G
96,Écran tactile,,OnePlus 15 512 Go Noir 5G
97,Netteté,Quad HD (1440p),OnePlus 15 512 Go Noir 5G
98,Type d'écran,AMOLED,OnePlus 15 512 Go Noir 5G
99,Antigriffes,,OnePlus 15 512 Go Noir 5G
100,Gorilla Glass,,OnePlus 15 512 Go Noir 5G
101,Gorilla Glass Type,Gorilla Glass Victus+,OnePlus 15 512 Go Noir 5G
102,Coup de pouce pour votre HDR,,OnePlus 15 512 Go Noir 5G
103,Type HDR,"Dolby Vision, HDR10, HDR10+",OnePlus 15 512 Go Noir 5G
104,Capacité batterie/pile,"7,3 Ah",OnePlus 15 512 Go Noir 5G
105,Fonction charge rapide,,OnePlus 15 512 Go Noir 5G
106,Type de charge rapide,OnePlus SuperVOOC,OnePlus 15 512 Go Noir 5G
107,Batterie chargée en 30 minutes,Entre 81 % et 90 %,OnePlus 15 512 Go Noir 5G
108,Vitesse de chargement,Très rapide,OnePlus 15 512 Go Noir 5G
109,Puissance filaire charge rapide,120 W,OnePlus 15 512 Go Noir 5G
110,Recharge sans fil,,OnePlus 15 512 Go Noir 5G
111,Puissance charge rapide sans fil,50 W,OnePlus 15 512 Go Noir 5G
112,Pour charger d'autres appareils sans fil,,OnePlus 15 512 Go Noir 5G
113,Accu/batterie interchangeable,,OnePlus 15 512 Go Noir 5G
114,Options de connexion internet,4G et 5G,OnePlus 15 512 Go Noir 5G
115,Wi-Fi intégré,,OnePlus 15 512 Go Noir 5G
116,Standard Wi-Fi,"Wi-Fi G (Wi-Fi 3), Wireless A (Wifi 2), Wireless AC (Wi-Fi 5), Wireless AX (Wi-Fi 6), Wireless AXE (Wifi 6E), Wireless B (Wifi 1), Wireless BE (Wifi 7), Wireless N (Wi-Fi 4)",OnePlus 15 512 Go Noir 5G
117,Bluetooth,,OnePlus 15 512 Go Noir 5G
118,Version Bluetooth,6.0,OnePlus 15 512 Go Noir 5G
119,NFC,,OnePlus 15 512 Go Noir 5G
120,Connexion casque audio,,OnePlus 15 512 Go Noir 5G
121,Connexion USB,,OnePlus 15 512 Go Noir 5G
122,Type de port USB,USB-C,OnePlus 15 512 Go Noir 5G
123,Connexion Lightning,,OnePlus 15 512 Go Noir 5G
124,Compatible avec Samsung DeX,,OnePlus 15 512 Go Noir 5G
125,Bouton d'accueil,,OnePlus 15 512 Go Noir 5G
126,Capteur d'empreintes digitales/identité,,OnePlus 15 512 Go Noir 5G
127,Installation du capteur d'empreintes digitales,En bas de l'écran,OnePlus 15 512 Go Noir 5G
128,Reconnaissance faciale,,OnePlus 15 512 Go Noir 5G
129,Accéléromètre,,OnePlus 15 512 Go Noir 5G
130,Capteur de lumière,,OnePlus 15 512 Go Noir 5G
131,Boussole,,OnePlus 15 512 Go Noir 5G
132,Podomètre,,OnePlus 15 512 Go Noir 5G
133,Capteur GPS,,OnePlus 15 512 Go Noir 5G
0,price,"€ 1.569,-",Apple iPhone 17 Pro 512 Go Argent
1,Format téléphone portable,Moyen,Apple iPhone 17 Pro 512 Go Argent
2,Qualité de la caméra,Excellent,Apple iPhone 17 Pro 512 Go Argent
3,Catégorie de vitesse,Excellent,Apple iPhone 17 Pro 512 Go Argent
4,Qualité écran,Excellent,Apple iPhone 17 Pro 512 Go Argent
5,Capacité totale de stockage,512 Go,Apple iPhone 17 Pro 512 Go Argent
6,Vitesse de chargement,Moyen,Apple iPhone 17 Pro 512 Go Argent
7,Année d'introduction,2025,Apple iPhone 17 Pro 512 Go Argent
8,Diagonale de l'écran,"6,3 p",Apple iPhone 17 Pro 512 Go Argent
9,Produit,969444,Apple iPhone 17 Pro 512 Go Argent
10,Code du fabricant,MG8K4ZD/A,Apple iPhone 17 Pro 512 Go Argent
11,Marque,Apple,Apple iPhone 17 Pro 512 Go Argent
12,Garantie,2 ans,Apple iPhone 17 Pro 512 Go Argent
13,Traitement du défaut,Via Coolblue,Apple iPhone 17 Pro 512 Go Argent
14,Type de GSM,Smartphone,Apple iPhone 17 Pro 512 Go Argent
15,Utilisation recommandée,"Gaming, Internet, réseaux sociaux et jeux simples, Passer des appels et WhatsApp, Prendre des photos et faire des vidéos, Regarder des films et des séries, Retouche photo, Utilisation professionnelle",Apple iPhone 17 Pro 512 Go Argent
16,Bundle comprenant,Pas d'accessoires,Apple iPhone 17 Pro 512 Go Argent
17,Valeur et catégorie SAT,"1,2 W/kg (D)",Apple iPhone 17 Pro 512 Go Argent
18,Année d'introduction,2025,Apple iPhone 17 Pro 512 Go Argent
19,Mois de lancement,Septembre,Apple iPhone 17 Pro 512 Go Argent
20,Système d'exploitation,iOS,Apple iPhone 17 Pro 512 Go Argent
21,Version iOS à l'introduction,iOS 26,Apple iPhone 17 Pro 512 Go Argent
22,Mise à jour vers version iOS possible,iOS 26,Apple iPhone 17 Pro 512 Go Argent
23,Version iOs la plus récente,,Apple iPhone 17 Pro 512 Go Argent
24,Le nombre prévu de mises à jour iOS,5,Apple iPhone 17 Pro 512 Go Argent
25,Évaluation sur le nombre de mises à jour iOS restantes,Excellent,Apple iPhone 17 Pro 512 Go Argent
26,Fréquence prévue des mises à jour de sécurité,Tous les trimestres,Apple iPhone 17 Pro 512 Go Argent
27,Date prévue de la dernière mise à jour de sécurité,Septembre 2030,Apple iPhone 17 Pro 512 Go Argent
28,Évaluation sur les mises à jour de sécurité restantes,Excellent,Apple iPhone 17 Pro 512 Go Argent
29,Évaluation politique de mise à jour,Excellent,Apple iPhone 17 Pro 512 Go Argent
30,Format téléphone portable,Moyen,Apple iPhone 17 Pro 512 Go Argent
31,Hauteur,15 cm,Apple iPhone 17 Pro 512 Go Argent
32,Largeur,"7,19 cm",Apple iPhone 17 Pro 512 Go Argent
33,Profondeur,"0,875 cm",Apple iPhone 17 Pro 512 Go Argent
34,Poids,204 g,Apple iPhone 17 Pro 512 Go Argent
35,Couleur,Argent,Apple iPhone 17 Pro 512 Go Argent
36,Certificat IP,IPX68,Apple iPhone 17 Pro 512 Go Argent
37,Antichoc,,Apple iPhone 17 Pro 512 Go Argent
38,Reproduction sonore,Stéréo,Apple iPhone 17 Pro 512 Go Argent
39,Aimant MagSafe,,Apple iPhone 17 Pro 512 Go Argent
40,Catégorie de vitesse,Excellent,Apple iPhone 17 Pro 512 Go Argent
41,Processeur,Puce A19 Pro Bionic,Apple iPhone 17 Pro 512 Go Argent
42,Capacité totale de stockage,512 Go,Apple iPhone 17 Pro 512 Go Argent
43,Mémoire vive (RAM),12 Go,Apple iPhone 17 Pro 512 Go Argent
44,Lecteur de carte mémoire,,Apple iPhone 17 Pro 512 Go Argent
45,Déverrouillé,,Apple iPhone 17 Pro 512 Go Argent
46,Double SIM,,Apple iPhone 17 Pro 512 Go Argent
47,Contenu tiroir carte SIM,Un emplacement carte SIM et un emplacement pour une carte SIM numérique (eSim),Apple iPhone 17 Pro 512 Go Argent
48,Qualité de la caméra,Excellent,Apple iPhone 17 Pro 512 Go Argent
49,Nombre d'objectifs de la caméra arrière,3,Apple iPhone 17 Pro 512 Go Argent
50,Caméra intégrée,,Apple iPhone 17 Pro 512 Go Argent
51,Nombre total de mégapixels,48 Mpx,Apple iPhone 17 Pro 512 Go Argent
52,Mise au point automatique,,Apple iPhone 17 Pro 512 Go Argent
53,Type de mise au point automatique,Détection de phase autofocus,Apple iPhone 17 Pro 512 Go Argent
54,Fonction vidéo,,Apple iPhone 17 Pro 512 Go Argent
55,Qualité d'enregistrement vidéo,4K @ 120 fps,Apple iPhone 17 Pro 512 Go Argent
56,Flash arrière,,Apple iPhone 17 Pro 512 Go Argent
57,Type d'objectif,Standard,Apple iPhone 17 Pro 512 Go Argent
58,Type de stabilisation d'image,Stabilisation optique de l'image,Apple iPhone 17 Pro 512 Go Argent
59,Diaphragme,"1,78",Apple iPhone 17 Pro 512 Go Argent
60,Type de flash,Dual LED avec True Tone,Apple iPhone 17 Pro 512 Go Argent
61,Caméra compatible avec la technologie HDR,,Apple iPhone 17 Pro 512 Go Argent
62,Type de capteur d'image,"1/1.28""",Apple iPhone 17 Pro 512 Go Argent
63,Deuxième appareil Photo arrière,,Apple iPhone 17 Pro 512 Go Argent
64,Type objectif appareil photo arrière 2,Grand angle,Apple iPhone 17 Pro 512 Go Argent
65,Nombre de mégapixels de la deuxième caméra arrière,48 Mpx,Apple iPhone 17 Pro 512 Go Argent
66,Diaphragme fixe de la deuxième caméra arrière,"2,2",Apple iPhone 17 Pro 512 Go Argent
67,Type de stabilisation d'image de la deuxième caméra arrière,Pas de stabilisation d'image,Apple iPhone 17 Pro 512 Go Argent
68,Mise au point automatique deuxième caméra au dos,,Apple iPhone 17 Pro 512 Go Argent
69,Type autofocus tweede camera achterkant,Détection de phase autofocus,Apple iPhone 17 Pro 512 Go Argent
70,Fonction zoom optique deuxième caméra au dos,,Apple iPhone 17 Pro 512 Go Argent
71,Troisième caméra arrière,,Apple iPhone 17 Pro 512 Go Argent
72,Type d'objectif caméra arrière 3,Téléobjectif,Apple iPhone 17 Pro 512 Go Argent
73,Nombre de mégapixels troisième caméra arrière,48 Mpx,Apple iPhone 17 Pro 512 Go Argent
74,Ouverture fixe du diaphragme de la troisième caméra arrière,"2,8",Apple iPhone 17 Pro 512 Go Argent
75,Mise au point automatique troisième caméra au dos,,Apple iPhone 17 Pro 512 Go Argent
76,Type autofocus derde camera achterkant,Détection de phase autofocus,Apple iPhone 17 Pro 512 Go Argent
77,Type de stabilisation optique troisième caméra arrière,Stabilisation d'image optique,Apple iPhone 17 Pro 512 Go Argent
78,Fonction zoom optique troisième caméra au dos,,Apple iPhone 17 Pro 512 Go Argent
79,Zoom optique sur la troisième caméra arrière,4,Apple iPhone 17 Pro 512 Go Argent
80,Quatrième caméra au dos,,Apple iPhone 17 Pro 512 Go Argent
81,Cinquième appareil photo à l'arrière,,Apple iPhone 17 Pro 512 Go Argent
82,Caméra avant,,Apple iPhone 17 Pro 512 Go Argent
83,Type de caméra avant,Dans l'écran,Apple iPhone 17 Pro 512 Go Argent
84,Nombre de mégapixels appareil photo avant,18 Mpx,Apple iPhone 17 Pro 512 Go Argent
85,Diaphragme fixe de la caméra avant,"1,9",Apple iPhone 17 Pro 512 Go Argent
86,Type de stabilisation d'image caméra avant,Stabilisation optique de l'image,Apple iPhone 17 Pro 512 Go Argent
87,Flash avant,,Apple iPhone 17 Pro 512 Go Argent
88,Deuxième caméra avant,,Apple iPhone 17 Pro 512 Go Argent
89,Diagonale de l'écran,"6,3 p",Apple iPhone 17 Pro 512 Go Argent
90,Screen-to-body-ratio,"93,14 %",Apple iPhone 17 Pro 512 Go Argent
91,Qualité écran,Excellent,Apple iPhone 17 Pro 512 Go Argent
92,Pliable,,Apple iPhone 17 Pro 512 Go Argent
93,Taux de rafraîchissement,120 Hz,Apple iPhone 17 Pro 512 Go Argent
94,Densité de pixels,460 ppp,Apple iPhone 17 Pro 512 Go Argent
95,LED de notification,,Apple iPhone 17 Pro 512 Go Argent
96,Écran tactile,,Apple iPhone 17 Pro 512 Go Argent
97,Netteté,Super Retina XDR,Apple iPhone 17 Pro 512 Go Argent
98,Type d'écran,OLED,Apple iPhone 17 Pro 512 Go Argent
99,Antigriffes,,Apple iPhone 17 Pro 512 Go Argent
100,Gorilla Glass,,Apple iPhone 17 Pro 512 Go Argent
101,Coup de pouce pour votre HDR,,Apple iPhone 17 Pro 512 Go Argent
102,Type HDR,"Dolby Vision, HDR10",Apple iPhone 17 Pro 512 Go Argent
103,Capacité batterie/pile,3988 mAh,Apple iPhone 17 Pro 512 Go Argent
104,Fonction charge rapide,,Apple iPhone 17 Pro 512 Go Argent
105,Type de charge rapide,Power Delivery 3.0,Apple iPhone 17 Pro 512 Go Argent
106,Batterie chargée en 30 minutes,Entre 51 % et 60 %,Apple iPhone 17 Pro 512 Go Argent
107,Vitesse de chargement,Moyen,Apple iPhone 17 Pro 512 Go Argent
108,Puissance filaire charge rapide,40 W,Apple iPhone 17 Pro 512 Go Argent
109,Recharge sans fil,,Apple iPhone 17 Pro 512 Go Argent
110,Puissance charge rapide sans fil,25 W,Apple iPhone 17 Pro 512 Go Argent
111,Pour charger d'autres appareils sans fil,,Apple iPhone 17 Pro 512 Go Argent
112,Accu/batterie interchangeable,,Apple iPhone 17 Pro 512 Go Argent
113,Options de connexion internet,4G et 5G,Apple iPhone 17 Pro 512 Go Argent
114,Wi-Fi intégré,,Apple iPhone 17 Pro 512 Go Argent
115,Standard Wi-Fi,"Wi-Fi B (Wi-Fi 2), Wi-Fi G (Wi-Fi 3), Wireless A (Wifi 2), Wireless AC (Wi-Fi 5), Wireless AX (Wi-Fi 6), Wireless AXE (Wifi 6E), Wireless B (Wifi 1), Wireless BE (Wifi 7), Wireless N (Wi-Fi 4)",Apple iPhone 17 Pro 512 Go Argent
116,Bluetooth,,Apple iPhone 17 Pro 512 Go Argent
117,Version Bluetooth,6.0,Apple iPhone 17 Pro 512 Go Argent
118,NFC,,Apple iPhone 17 Pro 512 Go Argent
119,Connexion casque audio,,Apple iPhone 17 Pro 512 Go Argent
120,Connexion USB,,Apple iPhone 17 Pro 512 Go Argent
121,Type de port USB,USB-C,Apple iPhone 17 Pro 512 Go Argent
122,Connexion Lightning,,Apple iPhone 17 Pro 512 Go Argent
123,Compatible avec Samsung DeX,,Apple iPhone 17 Pro 512 Go Argent
124,Bouton d'accueil,,Apple iPhone 17 Pro 512 Go Argent
125,Capteur d'empreintes digitales/identité,,Apple iPhone 17 Pro 512 Go Argent
126,Reconnaissance faciale,,Apple iPhone 17 Pro 512 Go Argent
127,Accéléromètre,,Apple iPhone 17 Pro 512 Go Argent
128,Capteur de lumière,,Apple iPhone 17 Pro 512 Go Argent
129,Boussole,,Apple iPhone 17 Pro 512 Go Argent
